
変数情報			
変数	位置	ラベル	欠損値
	9	無回答
eq12_22z	100	配偶者
	200	親
	210	あなたの父親
	220	あなたの母親
	230	配偶者の父親
	240	配偶者の母親
	300	祖父母
	310	あなたの祖父
	320	あなたの祖母
	330	配偶者の祖父
	340	配偶者の祖母
	400	曾祖父母
	410	あなたの曽祖父
	420	あなたの曾祖母
	430	配偶者の曽祖父
	440	配偶者の曾祖母
	500	子
	510	息子
	511	長男
	512	次男
	513	三男
	514	四男
	515	五男
	516	六男
	517	七男
	520	娘
	521	長女
	522	次女
	523	三女
	524	四女
	525	五女
	526	六女
	531	第一子
	532	第二子
	533	第三子
	534	第四子
	535	第五子
	536	第六子
	600	孫
	700	子どもの配偶者
	710	娘の配偶者
	720	息子の配偶者
	800	兄弟姉妹
	810	兄弟
	811	あなたの兄
	812	あなたの弟
	820	姉妹
	821	あなたの姉
	822	あなたの妹
	830	配偶者の兄弟
	831	配偶者の兄
	832	配偶者の弟
	840	配偶者の姉妹
	841	配偶者の姉
	842	配偶者の妹
	900	義理の兄弟姉妹
	911	兄弟姉妹の配偶者
	912	おじ・おば
	913	おじ・おばの配偶者
	914	おい・めい
	915	（自分の）いとこ
	916	配偶者のいとこ
	917	兄弟の配偶者の兄弟
	1010	元配偶者
	1020	恋人
	1030	婚約者
	1040	居候
	1050	恋人の父親・兄弟姉妹
	1060	友人・ルームシェア
	1070	同僚
	1080	親族の友人・恋人
	1090	ケアホーム同居人
	6666	配偶者のおじ・おば
	7777	配偶者の親のおじ・おば
	8888	その他・分類不能
	88888	非該当
	99999	無回答
EQ12_22B	1	男性
	2	女性
	8	非該当
	9	無回答
EQ12_22C	888	非該当
	999	無回答
EQ12_22D	1	はい
	2	いいえ
	8	非該当
	9	無回答
EQ12_22E	1	あり
	2	なし
	8	非該当
	9	無回答
EQ12_23A	1	選択
	8	非該当
	9	無回答
eq12_23z	100	配偶者
	200	親
	210	あなたの父親
	220	あなたの母親
	230	配偶者の父親
	240	配偶者の母親
	300	祖父母
	310	あなたの祖父
	320	あなたの祖母
	330	配偶者の祖父
	340	配偶者の祖母
	400	曾祖父母
	410	あなたの曽祖父
	420	あなたの曾祖母
	430	配偶者の曽祖父
	440	配偶者の曾祖母
	500	子
	510	息子
	511	長男
	512	次男
	513	三男
	514	四男
	515	五男
	516	六男
	517	七男
	520	娘
	521	長女
	522	次女
	523	三女
	524	四女
	525	五女
	526	六女
	531	第一子
	532	第二子
	533	第三子
	534	第四子
	535	第五子
	536	第六子
	600	孫
	700	子どもの配偶者
	710	娘の配偶者
	720	息子の配偶者
	800	兄弟姉妹
	810	兄弟
	811	あなたの兄
	812	あなたの弟
	820	姉妹
	821	あなたの姉
	822	あなたの妹
	830	配偶者の兄弟
	831	配偶者の兄
	832	配偶者の弟
	840	配偶者の姉妹
	841	配偶者の姉
	842	配偶者の妹
	900	義理の兄弟姉妹
	911	兄弟姉妹の配偶者
	912	おじ・おば
	913	おじ・おばの配偶者
	914	おい・めい
	915	（自分の）いとこ
	916	配偶者のいとこ
	917	兄弟の配偶者の兄弟
	1010	元配偶者
	1020	恋人
	1030	婚約者
	1040	居候
	1050	恋人の父親・兄弟姉妹
	1060	友人・ルームシェア
	1070	同僚
	1080	親族の友人・恋人
	1090	ケアホーム同居人
	6666	配偶者のおじ・おば
	7777	配偶者の親のおじ・おば
	8888	その他・分類不能
	88888	非該当
	99999	無回答
EQ12_23B	1	男性
	2	女性
	8	非該当
	9	無回答
EQ12_23C	888	非該当
	999	無回答
EQ12_23D	1	はい
	2	いいえ
	8	非該当
	9	無回答
EQ12_23E	1	あり
	2	なし
	8	非該当
	9	無回答
EQ12_24A	1	選択
	8	非該当
	9	無回答
eq12_24z	100	配偶者
	200	親
	210	あなたの父親
	220	あなたの母親
	230	配偶者の父親
	240	配偶者の母親
	300	祖父母
	310	あなたの祖父
	320	あなたの祖母
	330	配偶者の祖父
	340	配偶者の祖母
	400	曾祖父母
	410	あなたの曽祖父
	420	あなたの曾祖母
	430	配偶者の曽祖父
	440	配偶者の曾祖母
	500	子
	510	息子
	511	長男
	512	次男
	513	三男
	514	四男
	515	五男
	516	六男
	517	七男
	520	娘
	521	長女
	522	次女
	523	三女
	524	四女
	525	五女
	526	六女
	531	第一子
	532	第二子
	533	第三子
	534	第四子
	535	第五子
	536	第六子
	600	孫
	700	子どもの配偶者
	710	娘の配偶者
	720	息子の配偶者
	800	兄弟姉妹
	810	兄弟
	811	あなたの兄
	812	あなたの弟
	820	姉妹
	821	あなたの姉
	822	あなたの妹
	830	配偶者の兄弟
	831	配偶者の兄
	832	配偶者の弟
	840	配偶者の姉妹
	841	配偶者の姉
	842	配偶者の妹
	900	義理の兄弟姉妹
	911	兄弟姉妹の配偶者
	912	おじ・おば
	913	おじ・おばの配偶者
	914	おい・めい
	915	（自分の）いとこ
	916	配偶者のいとこ
	917	兄弟の配偶者の兄弟
	1010	元配偶者
	1020	恋人
	1030	婚約者
	1040	居候
	1050	恋人の父親・兄弟姉妹
	1060	友人・ルームシェア
	1070	同僚
	1080	親族の友人・恋人
	1090	ケアホーム同居人
	6666	配偶者のおじ・おば
	7777	配偶者の親のおじ・おば
	8888	その他・分類不能
	88888	非該当
	99999	無回答
EQ12_24B	1	男性
	2	女性
	8	非該当
	9	無回答
EQ12_24C	888	非該当
	999	無回答
EQ12_24D	1	はい
	2	いいえ
	8	非該当
	9	無回答
EQ12_24E	1	あり
	2	なし
	8	非該当
	9	無回答
EQ12_25A	1	選択
	8	非該当
	9	無回答
eq12_25z	100	配偶者
	200	親
	210	あなたの父親
	220	あなたの母親
	230	配偶者の父親
	240	配偶者の母親
	300	祖父母
	310	あなたの祖父
	320	あなたの祖母
	330	配偶者の祖父
	340	配偶者の祖母
	400	曾祖父母
	410	あなたの曽祖父
	420	あなたの曾祖母
	430	配偶者の曽祖父
	440	配偶者の曾祖母
	500	子
	510	息子
	511	長男
	512	次男
	513	三男
	514	四男
	515	五男
	516	六男
	517	七男
	520	娘
	521	長女
	522	次女
	523	三女
	524	四女
	525	五女
	526	六女
	531	第一子
	532	第二子
	533	第三子
	534	第四子
	535	第五子
	536	第六子
	600	孫
	700	子どもの配偶者
	710	娘の配偶者
	720	息子の配偶者
	800	兄弟姉妹
	810	兄弟
	811	あなたの兄
	812	あなたの弟
	820	姉妹
	821	あなたの姉
	822	あなたの妹
	830	配偶者の兄弟
	831	配偶者の兄
	832	配偶者の弟
	840	配偶者の姉妹
	841	配偶者の姉
	842	配偶者の妹
	900	義理の兄弟姉妹
	911	兄弟姉妹の配偶者
	912	おじ・おば
	913	おじ・おばの配偶者
	914	おい・めい
	915	（自分の）いとこ
	916	配偶者のいとこ
	917	兄弟の配偶者の兄弟
	1010	元配偶者
	1020	恋人
	1030	婚約者
	1040	居候
	1050	恋人の父親・兄弟姉妹
	1060	友人・ルームシェア
	1070	同僚
	1080	親族の友人・恋人
	1090	ケアホーム同居人
	6666	配偶者のおじ・おば
	7777	配偶者の親のおじ・おば
	8888	その他・分類不能
	88888	非該当
	99999	無回答
EQ12_25B	1	男性
	2	女性
	8	非該当
	9	無回答
EQ12_25C	888	非該当
	999	無回答
EQ12_25D	1	はい
	2	いいえ
	8	非該当
	9	無回答
EQ12_25E	1	あり
	2	なし
	8	非該当
	9	無回答
EQ12_26A	1	選択
	8	非該当
	9	無回答
eq12_26z	100	配偶者
	200	親
	210	あなたの父親
	220	あなたの母親
	230	配偶者の父親
	240	配偶者の母親
	300	祖父母
	310	あなたの祖父
	320	あなたの祖母
	330	配偶者の祖父
	340	配偶者の祖母
	400	曾祖父母
	410	あなたの曽祖父
	420	あなたの曾祖母
	430	配偶者の曽祖父
	440	配偶者の曾祖母
	500	子
	510	息子
	511	長男
	512	次男
	513	三男
	514	四男
	515	五男
	516	六男
	517	七男
	520	娘
	521	長女
	522	次女
	523	三女
	524	四女
	525	五女
	526	六女
	531	第一子
	532	第二子
	533	第三子
	534	第四子
	535	第五子
	536	第六子
	600	孫
	700	子どもの配偶者
	710	娘の配偶者
	720	息子の配偶者
	800	兄弟姉妹
	810	兄弟
	811	あなたの兄
	812	あなたの弟
	820	姉妹
	821	あなたの姉
	822	あなたの妹
	830	配偶者の兄弟
	831	配偶者の兄
	832	配偶者の弟
	840	配偶者の姉妹
	841	配偶者の姉
	842	配偶者の妹
	900	義理の兄弟姉妹
	911	兄弟姉妹の配偶者
	912	おじ・おば
	913	おじ・おばの配偶者
	914	おい・めい
	915	（自分の）いとこ
	916	配偶者のいとこ
	917	兄弟の配偶者の兄弟
	1010	元配偶者
	1020	恋人
	1030	婚約者
	1040	居候
	1050	恋人の父親・兄弟姉妹
	1060	友人・ルームシェア
	1070	同僚
	1080	親族の友人・恋人
	1090	ケアホーム同居人
	6666	配偶者のおじ・おば
	7777	配偶者の親のおじ・おば
	8888	その他・分類不能
	88888	非該当
	99999	無回答
EQ12_26B	1	男性
	2	女性
	8	非該当
	9	無回答
EQ12_26C	888	非該当
	999	無回答
EQ12_26D	1	はい
	2	いいえ
	8	非該当
	9	無回答
EQ12_26E	1	あり
	2	なし
	8	非該当
	9	無回答
EQ12_27A	1	選択
	8	非該当
	9	無回答
eq12_27z	100	配偶者
	200	親
	210	あなたの父親
	220	あなたの母親
	230	配偶者の父親
	240	配偶者の母親
	300	祖父母
	310	あなたの祖父
	320	あなたの祖母
	330	配偶者の祖父
	340	配偶者の祖母
	400	曾祖父母
	410	あなたの曽祖父
	420	あなたの曾祖母
	430	配偶者の曽祖父
	440	配偶者の曾祖母
	500	子
	510	息子
	511	長男
	512	次男
	513	三男
	514	四男
	515	五男
	516	六男
	517	七男
	520	娘
	521	長女
	522	次女
	523	三女
	524	四女
	525	五女
	526	六女
	531	第一子
	532	第二子
	533	第三子
	534	第四子
	535	第五子
	536	第六子
	600	孫
	700	子どもの配偶者
	710	娘の配偶者
	720	息子の配偶者
	800	兄弟姉妹
	810	兄弟
	811	あなたの兄
	812	あなたの弟
	820	姉妹
	821	あなたの姉
	822	あなたの妹
	830	配偶者の兄弟
	831	配偶者の兄
	832	配偶者の弟
	840	配偶者の姉妹
	841	配偶者の姉
	842	配偶者の妹
	900	義理の兄弟姉妹
	911	兄弟姉妹の配偶者
	912	おじ・おば
	913	おじ・おばの配偶者
	914	おい・めい
	915	（自分の）いとこ
	916	配偶者のいとこ
	917	兄弟の配偶者の兄弟
	1010	元配偶者
	1020	恋人
	1030	婚約者
	1040	居候
	1050	恋人の父親・兄弟姉妹
	1060	友人・ルームシェア
	1070	同僚
	1080	親族の友人・恋人
	1090	ケアホーム同居人
	6666	配偶者のおじ・おば
	7777	配偶者の親のおじ・おば
	8888	その他・分類不能
	88888	非該当
	99999	無回答
EQ12_27B	1	男性
	2	女性
	8	非該当
	9	無回答
EQ12_27C	888	非該当
	999	無回答
EQ12_27D	1	はい
	2	いいえ
	8	非該当
	9	無回答
EQ12_27E	1	あり
	2	なし
	8	非該当
	9	無回答
EQ12_28A	1	選択
	8	非該当
	9	無回答
eq12_28z	100	配偶者
	200	親
	210	あなたの父親
	220	あなたの母親
	230	配偶者の父親
	240	配偶者の母親
	300	祖父母
	310	あなたの祖父
	320	あなたの祖母
	330	配偶者の祖父
	340	配偶者の祖母
	400	曾祖父母
	410	あなたの曽祖父
	420	あなたの曾祖母
	430	配偶者の曽祖父
	440	配偶者の曾祖母
	500	子
	510	息子
	511	長男
	512	次男
	513	三男
	514	四男
	515	五男
	516	六男
	517	七男
	520	娘
	521	長女
	522	次女
	523	三女
	524	四女
	525	五女
	526	六女
	531	第一子
	532	第二子
	533	第三子
	534	第四子
	535	第五子
	536	第六子
	600	孫
	700	子どもの配偶者
	710	娘の配偶者
	720	息子の配偶者
	800	兄弟姉妹
	810	兄弟
	811	あなたの兄
	812	あなたの弟
	820	姉妹
	821	あなたの姉
	822	あなたの妹
	830	配偶者の兄弟
	831	配偶者の兄
	832	配偶者の弟
	840	配偶者の姉妹
	841	配偶者の姉
	842	配偶者の妹
	900	義理の兄弟姉妹
	911	兄弟姉妹の配偶者
	912	おじ・おば
	913	おじ・おばの配偶者
	914	おい・めい
	915	（自分の）いとこ
	916	配偶者のいとこ
	917	兄弟の配偶者の兄弟
	1010	元配偶者
	1020	恋人
	1030	婚約者
	1040	居候
	1050	恋人の父親・兄弟姉妹
	1060	友人・ルームシェア
	1070	同僚
	1080	親族の友人・恋人
	1090	ケアホーム同居人
	6666	配偶者のおじ・おば
	7777	配偶者の親のおじ・おば
	8888	その他・分類不能
	88888	非該当
	99999	無回答
EQ12_28B	1	男性
	2	女性
	8	非該当
	9	無回答
EQ12_28C	888	非該当
	999	無回答
EQ12_28D	1	はい
	2	いいえ
	8	非該当
	9	無回答
EQ12_28E	1	あり
	2	なし
	8	非該当
	9	無回答
EQ12_29A	1	選択
	8	非該当
	9	無回答
eq12_29z	100	配偶者
	200	親
	210	あなたの父親
	220	あなたの母親
	230	配偶者の父親
	240	配偶者の母親
	300	祖父母
	310	あなたの祖父
	320	あなたの祖母
	330	配偶者の祖父
	340	配偶者の祖母
	400	曾祖父母
	410	あなたの曽祖父
	420	あなたの曾祖母
	430	配偶者の曽祖父
	440	配偶者の曾祖母
	500	子
	510	息子
	511	長男
	512	次男
	513	三男
	514	四男
	515	五男
	516	六男
	517	七男
	520	娘
	521	長女
	522	次女
	523	三女
	524	四女
	525	五女
	526	六女
	531	第一子
	532	第二子
	533	第三子
	534	第四子
	535	第五子
	536	第六子
	600	孫
	700	子どもの配偶者
	710	娘の配偶者
	720	息子の配偶者
	800	兄弟姉妹
	810	兄弟
	811	あなたの兄
	812	あなたの弟
	820	姉妹
	821	あなたの姉
	822	あなたの妹
	830	配偶者の兄弟
	831	配偶者の兄
	832	配偶者の弟
	840	配偶者の姉妹
	841	配偶者の姉
	842	配偶者の妹
	900	義理の兄弟姉妹
	911	兄弟姉妹の配偶者
	912	おじ・おば
	913	おじ・おばの配偶者
